CODIGO;NOME;CLASSIFICACAO;NUMERO_REVISAO;ULTIMA_REVISAO;DATA_APROVACAO;PROXIMA_REVISAO;DATA_VALIDADE;PASTA;AUTOR;DOCUMENTOS_CONTROLADOS;MATRIZ;SUB_AREA
DEX.261;Automated Taping Machine - DO-ENG02.0892;Documentos Externos;2;2014-06-26;2014-06-26;2026-06-26;2026-09-25;Doc;José Roberto;Sim;;
DEX.262;CLBS - Camera Delay Troubleshooting;Documentos Externos;;2014-01-01;2014-01-01;2026-04-01;2026-07-01;Doc;José Roberto;Sim;;
DEX.263;CLBS1 - Operating Mode;Documentos Externos;1;2012-04-10;2012-04-10;2026-04-10;2026-07-09;Doc;José Roberto;Sim;;
DEX.264;CLBS2 - Montagem Porta;Documentos Externos;2;2013-01-01;2013-01-01;2026-04-01;2026-07-01;Doc;José Roberto;Sim;;
DEX.265;CLBS2 - Operating Mode;Documentos Externos;1;2012-04-10;2012-04-10;2026-04-10;2026-07-09;Doc;José Roberto;Sim;;
DEX.266;iCLBS2 - Acceptance and Daily Checking;Documentos Externos;;2022-08-01;2022-08-01;2025-10-17;2026-01-19;Doc;José Roberto;Sim;;
DEX.267;iCLBS1 - Operating mode;Documentos Externos;;2014-05-28;2014-06-11;2026-06-11;2026-09-10;Doc;José Roberto;Sim;;
DEX.268;CLBS - Installation Guide;Documentos Externos;;2023-11-23;2023-11-23;2025-11-22;2026-02-20;Doc;José Roberto;Sim;;
DEX.269;CLBS - Maintenance Guide;Documentos Externos;;2023-11-23;2023-11-23;2025-11-22;2026-02-20;Doc;José Roberto;Sim;;
DEX.270;CLBS - User Guide;Documentos Externos;;2023-11-23;2023-11-23;2025-11-22;2026-02-20;Doc;José Roberto;Sim;;
DEX.271;iCLBS1 - Software Setup Procedure and Barcode Reader Settings;Documentos Externos;;2014-05-09;2014-06-11;2026-06-11;2026-09-10;Doc;José Roberto;Sim;;
DEX.272;Rx Consumables Catalog - DO-ENG-10CAT-00020;Documentos Externos;1;2024-04-01;2024-04-01;2026-04-01;2026-07-01;Doc;José Roberto;Sim;;
DEX.273;DSPC - Measurement with a DLM - DO-ENG02.1034;Documentos Externos;2;2023-11-23;2023-11-23;2025-11-22;2026-02-20;Doc;José Roberto;Sim;;
DEX.274;DSPC - Sphere Error at PRP Monitoring - DO-ENG09.0269;Documentos Externos;;2023-11-23;2023-11-23;2025-11-22;2026-02-20;Doc;José Roberto;Sim;;
DEX.276;PRA - Nikon Black Insert Drawing;Documentos Externos;;2023-11-23;2023-11-23;2025-11-22;2026-02-20;Doc;José Roberto;Sim;;
DEX.277;PRA - Essilor Pin Drawing;Documentos Externos;;2023-11-23;2023-11-23;2025-11-22;2026-02-20;Doc;José Roberto;Sim;;
DEX.278;PRA - Calibration and Control - DO-ENG02-0568;Documentos Externos;7;2022-09-23;2022-09-23;2025-09-23;2025-12-22;Doc;Nathália Brandão;Sim;;
DEX.279;WW RX Optical Standard;Documentos Externos;;2007-09-01;2007-09-01;2025-08-31;2025-11-29;Francês;Edgar Casallas;Sim;;
DEX.280;;;;;;;;;;;;
DEX.281;Tampografia de Lentes Ray-Ban - Sumaré Laboratório;Documentos Externos;;2023-12-19;2023-12-20;2025-12-19;2026-03-19;Sumaré Laboratório;Jesse Rodrigues;Sim;;
DEX.282;Gravação Ez Marker Lentes Ray-Ban - Sumaré Laboratório;Documentos Externos;;2023-12-19;2023-12-20;2025-12-19;2026-03-19;Sumaré Laboratório;Jesse Rodrigues;Sim;;
DEX.283;MadgeTech Temperature for Check Pre-Cure and Post-Cure Ovens - DO-ENG02-1989;Documentos Externos;3;2024-01-08;2024-02-26;2026-02-25;2026-05-26;03-Antirreflexo;Matheus Silva;Sim;Doc's de Referência do STL;Anti-Reflexo
DEX.284;SnO2 (Tin Oxide) - Material Setting - DO-ENG02-779;Documentos Externos;2;2024-01-08;2024-02-28;2026-02-27;2026-05-28;03-Antirreflexo;Matheus Silva;Sim;Doc's de Referência do STL;Anti-Reflexo
DEX.285;ITO (Indium Tin Oxide) - Material Setting - ENG02-165;Documentos Externos;4;2024-01-08;2024-02-28;2026-02-27;2026-05-28;03-Antirreflexo;Matheus Silva;Sim;Doc's de Referência do STL;Anti-Reflexo
DEX.286;MgF2 - Material Setting - ENG02-167;Documentos Externos;;2024-01-08;2024-02-28;2026-02-27;2026-05-28;03-Antirreflexo;Matheus Silva;Sim;Doc's de Referência do STL;Anti-Reflexo
DEX.287;MgO - Material Setting - ENG02-166;Documentos Externos;2;2024-01-08;2024-02-28;2026-02-27;2026-05-28;03-Antirreflexo;Matheus Silva;Sim;Doc's de Referência do STL;Anti-Reflexo
DEX.288;DSX - Material Setting - DO-ENG02-0160;Documentos Externos;;2024-01-08;2024-02-28;2026-02-27;2026-05-28;03-Antirreflexo;Matheus Silva;Sim;Doc's de Referência do STL;Anti-Reflexo
DEX.289;A.C.D.C. AR Color Distribution Control (MP & Rx) - DO-ENG02-1673;Documentos Externos;5;2024-01-09;2024-02-28;2026-02-27;2026-05-28;03-Antirreflexo;Matheus Silva;Sim;Doc's de Referência do STL;Anti-Reflexo
DEX.290;Medição de Contagem de Partícula - KANOMAX;Documentos Externos;;2024-02-26;2024-11-08;2025-11-08;2026-02-06;02-HC;Matheus Silva;Sim;;
DEX.291;Calibration and Cross-Checks in the Labs;Documentos Externos;1;2024-03-14;2024-11-26;2025-11-26;2026-02-24;Geral;Lucineide Pereira;Sim;;
DEX.292;ICR 08-048 - International Control Requirements - MC6 AR Control;Documentos Externos;1;2024-03-14;2024-08-26;2026-08-26;2026-11-24;Rx Referencial;Lucineide Pereira;Sim;;
DEX.293;ICR 08-046 - AR Control Plan in Rx Labs;Documentos Externos;1;2024-03-14;2024-08-26;2026-08-26;2026-11-24;Rx Referencial;Lucineide Pereira;Sim;;
DEX.296;ICR 08-043 - International Control Requirements - Titanium AR Control;Documentos Externos;4;2024-03-14;2024-08-26;2026-08-26;2026-11-24;Rx Referencial;Lucineide Pereira;Sim;;
DEX.297;ICR 08-040 - International Control Requirements - Mirrors Control in Rx Labs;Documentos Externos;3;2024-03-14;2025-01-17;2026-01-17;2026-04-17;Rx Referencial;Lucineide Pereira;Sim;;
DEX.298;ICR 08-041 - International Control Requirements - HC Control Plan in Rx Labs;Documentos Externos;3;2024-03-14;2024-08-26;2026-08-26;2026-11-24;Rx Referencial;Lucineide Pereira;Sim;;
DEX.299;ICR 08-045 - International Control Requirements - Scratch Shields (Sun XProtect) AR Control;Documentos Externos;3;2024-08-14;2025-01-17;2026-01-17;2026-04-17;Rx Referencial;Lucineide Pereira;Sim;;
DEX.300;Résistance à la Chute de Bille FDA - ISTM-02028-05-F;Documentos Externos;5;2024-03-14;2024-11-26;2025-11-26;2026-02-24;Rx Referencial;Lucineide Pereira;Sim;;
DEX.301;ISTM-02028 - FDA Drop Ball Impact Resistance;Documentos Externos;5;2024-03-14;2024-08-26;2026-08-26;2026-11-24;Rx Referencial;Lucineide Pereira;Sim;;
DEX.302;Plan&Transform Gap analysis_ Laboratório - Sigla Estado - Brazil;Documentos Externos;16;2025-07-29;2025-08-01;2026-08-01;2026-10-30;Rx Referencial;Jessika Menacho;Sim;;
DEX.305;Calibração - Orbit II;Documentos Externos;;2024-03-27;2024-04-08;2026-04-08;2026-07-07;Doc;Sergio Meza;Sim;;
DEX.307;Liberação Diária (DRL) - Art Blocker;Documentos Externos;;2024-03-27;2024-04-08;2026-04-08;2026-07-07;Doc;Marcelo Bastos;Sim;;
DEX.308;Troubleshoot - Alloy e LensMapper - DSPC;Documentos Externos;;2024-04-17;2024-07-10;2026-07-10;2026-10-09;00-Controle de Processo e DSPC;Marcelo Bastos;Sim;;
DEX.309;Troubleshoot - Alloy y LensMapper - DSPC;Documentos Externos;;2024-04-17;2024-07-10;2026-07-10;2026-10-09;00-Control de Proceso y DSPC;Marcelo Bastos;Sim;;
DEX.310;Caustic Cleaning of Primer and Coating Tanks in SCL Machines - DO-ENG02.1728;Documentos Externos;2;2025-06-16;2025-11-07;2025-11-08;2026-06-15;02-HC;Leonardo Pennetta;Sim;Doc's de Referência do STL;HC
DEX.311;;;;;;;;;;;;
DEX.312;ABNT NBR 14725 - Produtos Químicos - Informações sobre Segurança, Saúde e Meio Ambiente;Documentos Externos;1;2024-02-28;2024-02-28;2026-02-27;2026-05-28;Normas;Nathália Brandão;Sim;;
DEX.314;ART Blocker A - Axis Adjustment;Documentos Externos;;2018-07-30;2018-07-30;2026-07-30;2026-10-28;Doc;Marcelo Bastos;Sim;;
DEX.315;ART Blocker A - Machine Calibration;Documentos Externos;;2018-07-30;2018-07-30;2026-07-30;2026-10-28;Doc;Marcelo Bastos;Sim;;
DEX.316;ART Blocker A - Video Calibration;Documentos Externos;;2024-07-30;2024-07-30;2026-07-30;2026-10-28;Doc;Marcelo Bastos;Sim;;
DEX.317;ART Deblocker 2 - Calibration of the Collet Chuck Height;Documentos Externos;;2022-10-31;2022-10-31;2026-07-30;2026-10-28;Doc;Marcelo Bastos;Sim;;
DEX.318;ART Deblocker 2 - Nozzle Calibration by Chuck;Documentos Externos;;2023-11-30;2023-11-30;2026-07-30;2026-10-28;Doc;Marcelo Bastos;Sim;;
DEX.319;Multi FLEX - B-Axis and X-Axis Alignment;Documentos Externos;;2024-07-30;2024-07-30;2026-07-30;2026-10-28;Doc;Marcelo Bastos;Sim;;
DEX.320;Multi FLEX - C-Axis Alignment;Documentos Externos;;2024-07-30;2024-07-30;2026-07-30;2026-10-28;Doc;Marcelo Bastos;Sim;;
DEX.321;Multi FLEX - Loading System Alignment;Documentos Externos;;2024-07-30;2024-07-30;2026-07-30;2026-10-28;Doc;Marcelo Bastos;Sim;;
DEX.325;GQS-LIS-001 - GQS Applicable Documents;Documentos Externos;7;2024-08-14;2024-08-26;2026-08-26;2026-11-24;Rx Referencial;Lucineide Pereira;Sim;;
DEX.327;Procedure: On Site DSPC(Digital Surfacing Process Control)- DO-ENG08.0017;Documentos Externos;4;2024-08-14;2024-08-26;2026-08-26;2026-11-24;Rx Referencial;Lucineide Pereira;Sim;;
DEX.328;ICR 08046 - AR Control Plan in Rx Labs;Documentos Externos;;2024-08-14;2024-08-26;2026-08-26;2026-11-24;Rx Referencial;Lucineide Pereira;Sim;;
DEX.329;ISTM-02028-FDA Drop Ball Impact Resistance;Documentos Externos;5;2024-08-14;2024-08-26;2026-08-26;2026-11-24;Rx Referencial;Lucineide Pereira;Sim;;
DEX.335;GQS-LIS-003 Returns Motives List;Documentos Externos;2;2024-08-14;2024-11-22;2025-11-22;2026-02-20;Rx Referencial;Lucineide Pereira;Sim;;
DEX.336;GQS-LIS-004 List of Global QMS Qualified Auditors 2024;Documentos Externos;2;2024-08-14;2025-01-17;2026-01-17;2026-04-17;Rx Referencial;Lucineide Pereira;Sim;;
DEX.338;ICR 08-045 - International Control Requirements - Scratch Shields (Sun XProtect) AR Control;Documentos Externos;3;2024-08-14;2024-11-22;2025-11-22;2026-02-20;Rx Referencial;Lucineide Pereira;Sim;;
DEX.341;Manual DIG 3.0.4;Documentos Externos;;2024-08-20;2024-11-22;2025-11-22;2026-02-20;Geral;Lucineide Pereira;Sim;;
DEX.343;ISTM02020 - Inspeção Cosmética;Documentos Externos;4;2024-08-20;2025-05-21;2026-05-21;2026-08-19;Geral;Lucineide Pereira;Sim;;
DEX.344;DO-QUA-I 01.070_ Rx Cosmetic Calibration Procedure;Documentos Externos;;2024-09-09;2024-11-22;2025-11-22;2026-02-20;Geral;Lucineide Pereira;Sim;;
DEX.345;Operating Procedure of Sandblasting - DO-ENG-02OPR-00920;Documentos Externos;1;2024-09-19;2024-11-08;2025-11-08;2026-02-06;03-Antirreflexo;Renan Barbosa;Sim;;
DEX.346;Lens Clipping and Basket Loading for Dip Rx Process - DO-ENG02-0486;Documentos Externos;6;2024-10-02;2024-11-08;2025-11-08;2026-02-06;02-HC;Nathália Brandão;Sim;;
DEX.347;Manual DIG 3.0.4_ Português;Documentos Externos;;2024-11-18;2024-11-22;2025-11-22;2026-02-20;Geral;Lucineide Pereira;Sim;;
DEX.348;Manual DIG 3.0.4_ Espanhol;Documentos Externos;;2024-11-18;2024-11-22;2025-11-22;2026-02-20;Geral;Lucineide Pereira;Sim;;
DEX.349;Thickness Measurement of Hard Coat or Monolayer with the SMR - ISTM-02-017;Documentos Externos;7;2025-03-11;2025-03-11;2026-03-11;2026-06-11;04-Testes;Nathália Brandão;Sim;;
DEX.350;Checking of SMR for Reflectance Measurement of Lenses - ISTM-03-016;Documentos Externos;12;2025-03-11;2025-03-11;2026-03-11;2026-06-11;04-Testes;Nathália Brandão;Sim;;
DEX.351;Checking of N10 Blows Equipment - ISTM-03-077;Documentos Externos;;2025-03-11;2025-03-11;2026-03-11;2026-06-11;04-Testes;Nathália Brandão;Sim;;
DEX.352;Auditoria do Método de Teste - Cross Hatch Teste Adesão - QUA-TM-AUD-079;Documentos Externos;2;2025-03-11;2025-03-11;2026-03-11;2026-06-11;Testes;Jessika Menacho;Sim;;
DEX.353;Auditoria de Método de Teste - Ink Test - QUA-TM-AUD-077;Documentos Externos;1;2025-03-11;2025-03-11;2026-03-11;2026-06-11;Testes;Jessika Menacho;Sim;;
DEX.354;Auditoria de Método de Teste - NX10 - QUA-TM-AUD-076;Documentos Externos;1;2025-03-11;2025-03-11;2026-03-11;2026-06-11;Testes;Jessika Menacho;Sim;;
DEX.355;Supply Sheet - RCO2 Test - QUA-TM-SUP-005;Documentos Externos;1;2025-03-11;2025-03-11;2026-03-11;2026-06-11;04-Testes;Nathália Brandão;Sim;;
DEX.356;Auditoria de Método de Teste - RC02 - QUA-TM-AUD-075;Documentos Externos;1;2025-03-11;2025-03-11;2026-03-11;2026-06-09;Testes;Jessika Menacho;Sim;;
DEX.357;Aprovação, Liberação ou Reprovação dos Testes de Qualidade - LATAM-PR-QMS-07;Documentos Externos;;2025-03-11;2025-05-30;2026-05-30;2026-08-28;Testes;Jessika Menacho;Sim;HMC;Teste de Qualidade GERAL
DEX.358;Certificado de Regularidade Técnica - Óptico - digiTOP - Silvério Trzaskos;Documentos Externos;;2025-03-17;2025-04-23;2026-04-23;2026-07-22;Regulatório;Nickolle Rodrigues;Sim;;
DEX.359;Template Máquina D Rx AEL - M1.6 Ajuste e acompanhamento - DO-ENG02.1348;Documentos Externos;;2025-04-04;2025-05-30;2026-05-30;2026-08-28;02-HC;Nathália Brandão;Sim;;
DEX.360;Template Máquinas CDC-CDS 1000 - M1.6 Ajuste e acompanhamento - DO-ENG02.1348;Documentos Externos;;2025-04-04;2025-05-30;2026-05-30;2026-08-28;02-HC;Nathália Brandão;Sim;;
DEX.361;ISTM 09-023-02-E/F Top coat control using arcotec ink 30mn/m;Documentos Externos;;2021-09-09;2021-11-15;2026-04-22;2026-07-22;Geral;Nathália Brandão;Sim;;
DEX.362;Medição da Reflexão de Lentes com AR Usando SMR - QUA-FORM-002-08;Documentos Externos;;2025-04-22;2025-04-22;2026-04-22;2026-07-21;Testes;Jessika Menacho;Sim;;
DEX.363;Testes AR - LATAM-FR-QMS-13;Documentos Externos;1;2025-04-22;2025-05-30;2026-05-30;2026-08-28;Testes;Lucineide Pereira;Sim;;
DEX.364;Medição da Espessura de HC Usando SMR - QUA-FORM-002-09;Documentos Externos;;2025-04-22;2025-04-22;2026-04-22;2026-07-21;Testes;Jessika Menacho;Sim;;
DEX.365;Gestão de Desvios - LATAM-PR-QMS-08;Documentos Externos;;2025-04-25;2025-05-30;2026-05-30;2026-08-28;Gestão de Desvio;Jessika Menacho;Sim;;
DEX.366;Gerenciamento de Risco de Processo (para Fabricação) - GQS-TEMP-015;Documentos Externos;;2025-04-25;2025-05-30;2026-05-30;2026-08-28;Gestão de Desvio;Jessika Menacho;Sim;;
DEX.367;Solicitação de Desvio - GQS-TEMP-032;Documentos Externos;4;2025-04-25;2025-05-30;2026-05-30;2026-08-28;Gestão de Desvio;Jessika Menacho;Sim;;
DEX.368;;;;;;;;;;;;
DEX.369;;;;;;;;;;;;
DEX.370;;;;;;;;;;;;
DEX.371;Procedure For Vaccum Gauge Calibration (MP&Rx) - DO-ENG02.0798;Documentos Externos;5;2025-07-25;2025-08-28;2026-08-28;2026-11-26;03-Antirreflexo;Jessika Menacho;Sim;;
DEX.372;RX Lens Inspection List of Lens Defects - ISTM 01.068;Documentos Externos;1;2025-07-30;2025-08-01;2026-08-01;2026-10-30;Rx Referencial;Jessika Menacho;Sim;;
DOC.001;;;;;;;;;;;;
DOC.011;Modelo Padrão para 5S;Documentos;;2020-10-07;2020-12-03;2026-07-08;2026-10-07;07-MELHORIA CONTÍNUA;Humberto Serra - Lab Rio;Não;QUALIDADE;5S
DOC.012;DA - Gerente de Laboratório;Documentos;1;2021-08-11;2021-10-21;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.013;DA - Gerente de Métodos e Processos;Documentos;1;2021-08-11;2021-10-21;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.014;DA - Analista de Processos;Documentos;1;2021-08-09;2021-10-08;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.015;DA - Coordenador de Processos;Documentos;1;2021-08-09;2021-10-21;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.016;DA - Abastecedor de Linha;Documentos;1;2021-08-11;2021-10-08;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.017;DA - Supervisor de Produção;Documentos;1;2021-08-11;2021-10-21;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.018;DA - Líder de Produção;Documentos;1;2021-08-11;2022-06-02;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.021;DA - Analista de Qualidade;Documentos;1;2021-08-09;2021-10-08;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.022;DA - Gerente de Qualidade;Documentos;1;2021-08-11;2021-10-21;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.023;DA - Técnico em Óptica;Documentos;1;2021-08-11;2021-10-08;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.024;DA - Assistente de Qualidade;Documentos;1;2021-08-09;2021-10-08;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.025;DA - Operador de Produção;Documentos;1;2021-08-11;2021-10-08;2026-04-01;2026-07-01;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.028;Padronização de Uniformes;Documentos;3;2022-07-06;2022-09-05;2026-07-02;2026-10-01;Uniformes;Taís Flores;Sim;;
DOC.029;Controle de Cópias Físicas;Procedimento Operacional Padrão;5;2023-01-25;2023-01-30;2026-01-30;2026-04-25;11-APRENDIZAGEM QUALIEX;Taís Flores;Sim;QUALIDADE;QUALIEX
DOC.030;Carta Cliente - Autorização - Defeitos de Bloco - Brasil;Documentos;;2021-09-01;2021-09-10;2026-05-20;2026-08-20;Estoque / Expedição;Taís Flores;Sim;;
DOC.032;Política da Qualidade;Documentos;1;2022-04-08;2022-04-12;2026-07-08;2026-10-07;Qualidade;Taís Flores;Sim;QUALIDADE;QUALIDADE
DOC.033;Fluxograma de Processos - LabRio;Documentos;4;2025-03-20;2025-03-21;2026-03-21;2026-06-19;LabRio;Renan Barbosa;Sim;;
DOC.035;Manual de Procedimentos - Garantias e Programas de Parceria;Documentos;3;2025-04-17;2025-11-03;2026-11-03;2027-02-01;SAC;Melissa Grandolfo;Sim;Atendimento;Garantia
DOC.036;Fluxograma de Processo Padrão - HMC;Documentos;;2022-05-02;2024-05-13;2026-05-13;2026-08-12;00-Geral HMC;Nathália Brandão;Sim;;
DOC.037;Procedimento de Devolução de Lentes - Technopark;Documentos;3;2025-09-15;2025-09-19;2026-09-19;2026-12-18;Technopark;Aline Franco;Sim;;
DOC.038;Fluxograma de Processo Padrão - Surfaçagem;Documentos;;2022-06-10;2024-05-13;2026-05-13;2026-08-12;00-Geral SURFACE;William Karasiaki;Sim;;
DOC.039;Fluxograma de Processo Padrão - Montagem;Documentos;;2022-06-13;2024-05-13;2026-05-13;2026-08-12;00 - Controle de Processo;William Karasiaki;Sim;;
DOC.040;Diagrama de Flujo Estándar del Proceso - Montagem;Documentos;;2022-06-29;2024-05-13;2026-05-13;2026-08-12;00-Control de Procesos;William Karasiaki;Sim;;
DOC.041;Diagrama de Flujo Estándar del Proceso - HMC;Documentos;;2022-06-30;2024-05-13;2026-05-13;2026-08-12;00-Control de Procesos;William Karasiaki;Sim;;
DOC.042;Diagrama de Flujo Estándar del Proceso - Surfaçagem;Documentos;;2022-06-30;2024-05-13;2026-05-13;2026-08-12;00-Control de Proceso y DSPC;William Karasiaki;Sim;;
DOC.043;Fluxo de Atendimento de Chamado para Manutenção Preventiva e Corretiva - Lab Rio;Documentos;;2022-08-10;2022-09-22;2025-09-20;2025-12-21;LabRio;Renan Barbosa;Sim;;
DOC.044;Procedimiento de Creación de Imagen HD;Documentos;;2022-08-11;2022-08-11;2026-08-11;2026-11-09;Español;Edgar Casallas;Sim;;
DOC.045;Procedimento de Criação de Imagem HD;Documentos;;2022-08-11;2022-08-11;2026-08-11;2026-11-09;Português;Edgar Casallas;Sim;;
DOC.046;Alinhamento de Repasse de Pedidos para Novos Laboratórios - Lab Rio;Documentos;;2022-08-11;2022-08-18;2025-09-20;2025-12-21;LabRio;Renan Barbosa;Sim;;
DOC.047;Fluxograma de Processos - Grown;Documentos;3;2025-01-09;2025-02-12;2026-02-12;2026-05-13;Grown;Natalia Silva;Sim;;
DOC.048;Fluxograma de Processos - Repro;Documentos;3;2025-09-05;2025-10-24;2026-10-24;2027-01-22;Repro;Laura Vaz;Sim;;
DOC.050;Política de Compras de Suprimentos - Ceditop;Documentos;;2022-11-16;2022-11-28;2026-08-28;2026-11-27;Ceditop;João Martins;Sim;;
DOC.051;Política de Compras de Insumos - Ceditop;Documentos;1;2023-01-20;2023-01-25;2026-05-18;2026-08-17;Ceditop;João Martins;Sim;;
DOC.052;Política de Compras de Peças - Ceditop;Documentos;;2022-11-16;2022-11-28;2025-11-28;2026-02-16;Ceditop;João Martins;Sim;;
DOC.053;Política de Compras - Repro;Documentos;2;2025-11-21;2025-11-26;2026-11-26;2027-02-24;Repro;Debora Rocha;Sim;;
DOC.054;Fluxograma de Processos - Ceditop;Documentos;2;2024-10-02;2024-10-16;2025-10-16;2026-01-14;Ceditop;Leticia Santos;Sim;;
DOC.055;Fluxograma de Processos - Sumaré CD;Documentos;1;2023-09-25;2023-10-03;2025-10-02;2025-12-31;Sumaré CD;Juliana Gomes Ferreira;Sim;;
DOC.057;Manual de Compras - Grown;Documentos;4;2024-10-02;2024-10-07;2025-10-07;2026-01-05;Grown;Cauê Emerenciano;Sim;;
DOC.058;Comunicação com o Cliente - Lab Rio;Documentos;;2022-12-06;2022-12-07;2026-06-09;2026-09-08;LabRio;Renan Barbosa;Sim;;
DOC.059;Recusa de Nota Fiscal - Technopark;Documentos;1;2023-02-02;2023-02-06;2026-02-06;2026-04-25;Technopark;Felipe Costa;Sim;;
DOC.060;Manual de Compras - Technoaprk;Documentos;2;2023-02-16;2023-03-10;2025-05-17;2025-12-30;Technopark;Benicio Souza;Sim;;
DOC.063;Critérios de Conformidade Cosmética;Documentos;13;2024-11-19;2024-11-22;2025-11-22;2026-02-20;Produtos e Informações;Lucineide Pereira;Sim;QUALIDADE;RX_REFERENCIAL
DOC.066;Manual de Compras - digiTOP;Documentos;1;2025-03-13;2025-03-17;2026-03-17;2026-06-15;digiTOP;Nickolle Rodrigues;Sim;;
DOC.067;Comunicação com o Cliente - Repro;Documentos;;2023-05-11;2023-05-25;2026-05-25;2026-08-24;Repro;Ovanir Lima Junior;Sim;;
DOC.068;Fluxograma de Processos - digiTOP;Documentos;3;2025-04-30;2025-05-30;2026-05-30;2026-08-28;digiTOP;Nickolle Rodrigues;Sim;;
DOC.069;Descrição de Atividade - Utilização;Documentos;;2023-06-01;2023-07-18;2026-07-17;2026-10-16;Descrição de Atividade;Taís Flores;Sim;QUALIDADE;RH/DP
DOC.070;Fluxograma de Processos - Coating RS;Documentos;;2023-06-19;2023-07-19;2026-07-17;2026-10-16;Coating RS;Christiano Silva;Sim;;
DOC.071;Fluxograma de Processos - Tecnolens;Documentos;1;2023-09-06;2023-09-11;2025-09-10;2025-12-09;Tecnolens;Vinicius Silva;Sim;QUALIDADE;TECNOLENS
DOC.073;Manual de Compras - Tecnolens;Documentos;;2023-07-11;2023-07-19;2026-07-17;2026-10-16;Tecnolens;Tatiana Andrade;Sim;QUALIDADE;COMPRAS
DOC.074;Descrição de Atividade DA - Modelo;Documentos;;2023-07-17;2023-07-17;2026-07-16;2026-10-15;Descrição de Atividade;Lucineide Pereira;Sim;;
DOC.075;Padrão Cosmético - RX Referencial - Repro;Documentos;1;2024-07-30;2024-08-08;2026-08-08;2026-11-06;Repro;Laura Vaz;Sim;;
DOC.076;Tolerâncias para Lentes - Repro;Documentos;;2023-07-26;2023-07-26;2026-07-24;2026-10-23;Repro;Renata Turri;Sim;;
DOC.077;Pilares da Tomada de Decisão - Aprovado, Liberado Sob Concessão ou Reprovado;Documentos;;2023-08-04;2023-08-04;2026-08-04;2026-11-03;Auditoria de Produto;Lucineide Pereira;Sim;QUALIDADE;QUALIDADE
DOC.078;Priorização de Serviços - Laboratório Sumaré;Documentos;1;2023-10-31;2023-12-14;2025-12-13;2026-03-13;Sumaré Laboratório;Rafael Medeiros;Sim;;
DOC.079;Fluxograma de Processos - Sumaré Laboratório;Documentos;1;2024-09-30;2024-10-16;2025-10-16;2026-01-14;Sumaré Laboratório;Gustavo Grangeiro;Sim;;
DOC.080;DA - Coordenador de Qualidade;Documentos;;2023-10-23;2023-10-27;2025-10-26;2026-01-24;Descrição de Atividade;Juliana Costa Barros;Sim;;
DOC.081;DA - Gerente Técnico;Documentos;;2023-10-23;2023-10-27;2025-10-26;2026-01-24;Descrição de Atividade;Juliana Costa Barros;Sim;;
DOC.082;Manual de Compras - Optilab;Documentos;;2023-11-21;2023-12-04;2025-12-03;2026-03-03;Optilab;Nickolle Rodrigues;Sim;;
DOC.083;Fluxograma de Processos - Optilab;Documentos;1;2025-04-29;2025-05-30;2026-05-30;2026-08-28;Optilab;Nickolle Rodrigues;Sim;;
